"experiment"	"subject"	"condition"	"conditionC"	"totalTrialNum"	"totalTrialNumC"	"blockNum"	"imageName"	"isRight"
"1279"	"1A"	"p1510"	"low"	"-0.5"	7	-4.5	1	"hb2.png"	1
"1280"	"1A"	"p1510"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	0
"1281"	"1A"	"p1510"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"1282"	"1A"	"p1510"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"1283"	"1A"	"p1510"	"low"	"-0.5"	15	3.5	2	"ha2.png"	1
"1284"	"1A"	"p1510"	"low"	"-0.5"	11	-0.5	2	"ha3.png"	1
"1285"	"1A"	"p1510"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"1286"	"1A"	"p1510"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"1287"	"1A"	"p1510"	"low"	"-0.5"	10	-1.5	2	"hb2.png"	1
"1288"	"1A"	"p1510"	"low"	"-0.5"	14	2.5	2	"hb3.png"	0
"1289"	"1A"	"p1510"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"1290"	"1A"	"p1510"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"1291"	"1A"	"p1510"	"low"	"-0.5"	23	11.5	3	"ha2.png"	1
"1292"	"1A"	"p1510"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"1293"	"1A"	"p1510"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"1294"	"1A"	"p1510"	"low"	"-0.5"	21	9.5	3	"hb1.png"	1
"1295"	"1A"	"p1510"	"low"	"-0.5"	19	7.5	3	"hb2.png"	1
"1296"	"1A"	"p1510"	"low"	"-0.5"	16	4.5	3	"hb3.png"	1
"1297"	"1A"	"p1511"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"1298"	"1A"	"p1511"	"high"	"0.5"	7	-4.5	1	"ha1.png"	1
"1299"	"1A"	"p1511"	"high"	"0.5"	1	-10.5	1	"ha2.png"	1
"1300"	"1A"	"p1511"	"high"	"0.5"	2	-9.5	1	"ha3.png"	1
"1301"	"1A"	"p1511"	"high"	"0.5"	3	-8.5	1	"hb1.png"	1
"1302"	"1A"	"p1511"	"high"	"0.5"	0	-11.5	1	"hb1.png"	1
"1303"	"1A"	"p1511"	"high"	"0.5"	6	-5.5	1	"hb2.png"	1
"1304"	"1A"	"p1511"	"high"	"0.5"	5	-6.5	1	"hb3.png"	1
"1305"	"1A"	"p1511"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"1306"	"1A"	"p1511"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"1307"	"1A"	"p1511"	"high"	"0.5"	9	-2.5	2	"ha2.png"	1
"1308"	"1A"	"p1511"	"high"	"0.5"	15	3.5	2	"ha3.png"	1
"1309"	"1A"	"p1511"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"1310"	"1A"	"p1511"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"1311"	"1A"	"p1511"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"1312"	"1A"	"p1511"	"high"	"0.5"	12	0.5	2	"hb3.png"	0
"1313"	"1A"	"p1511"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"1314"	"1A"	"p1511"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"1315"	"1A"	"p1511"	"high"	"0.5"	16	4.5	3	"ha2.png"	1
"1316"	"1A"	"p1511"	"high"	"0.5"	18	6.5	3	"ha3.png"	1
"1317"	"1A"	"p1511"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"1318"	"1A"	"p1511"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"1319"	"1A"	"p1511"	"high"	"0.5"	23	11.5	3	"hb2.png"	1
"1320"	"1A"	"p1511"	"high"	"0.5"	19	7.5	3	"hb3.png"	1
"1321"	"1A"	"p1449"	"high"	"0.5"	7	-4.5	1	"ha1.png"	1
"1322"	"1A"	"p1449"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"1323"	"1A"	"p1449"	"high"	"0.5"	6	-5.5	1	"ha2.png"	1
"1324"	"1A"	"p1449"	"high"	"0.5"	0	-11.5	1	"ha3.png"	0
"1325"	"1A"	"p1449"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"1326"	"1A"	"p1449"	"high"	"0.5"	2	-9.5	1	"hb1.png"	1
"1327"	"1A"	"p1449"	"high"	"0.5"	1	-10.5	1	"hb2.png"	1
"1328"	"1A"	"p1449"	"high"	"0.5"	4	-7.5	1	"hb3.png"	1
"1329"	"1A"	"p1449"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"1330"	"1A"	"p1449"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"1331"	"1A"	"p1449"	"high"	"0.5"	11	-0.5	2	"ha2.png"	1
"1332"	"1A"	"p1449"	"high"	"0.5"	9	-2.5	2	"ha3.png"	1
"1333"	"1A"	"p1449"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"1334"	"1A"	"p1449"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"1335"	"1A"	"p1449"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"1336"	"1A"	"p1449"	"high"	"0.5"	14	2.5	2	"hb3.png"	1
"1337"	"1A"	"p1449"	"high"	"0.5"	20	8.5	3	"ha1.png"	1
"1338"	"1A"	"p1449"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"1339"	"1A"	"p1449"	"high"	"0.5"	21	9.5	3	"ha2.png"	1
"1340"	"1A"	"p1449"	"high"	"0.5"	18	6.5	3	"ha3.png"	1
"1341"	"1A"	"p1449"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"1342"	"1A"	"p1449"	"high"	"0.5"	22	10.5	3	"hb1.png"	1
"1343"	"1A"	"p1449"	"high"	"0.5"	16	4.5	3	"hb2.png"	0
"1344"	"1A"	"p1449"	"high"	"0.5"	17	5.5	3	"hb3.png"	1
"1345"	"1A"	"p1521"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"1346"	"1A"	"p1521"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"1347"	"1A"	"p1521"	"high"	"0.5"	6	-5.5	1	"ha2.png"	1
"1348"	"1A"	"p1521"	"high"	"0.5"	3	-8.5	1	"ha3.png"	1
"1349"	"1A"	"p1521"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"1350"	"1A"	"p1521"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"1351"	"1A"	"p1521"	"high"	"0.5"	5	-6.5	1	"hb2.png"	1
"1352"	"1A"	"p1521"	"high"	"0.5"	4	-7.5	1	"hb3.png"	1
"1353"	"1A"	"p1521"	"high"	"0.5"	11	-0.5	2	"ha1.png"	1
"1354"	"1A"	"p1521"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"1355"	"1A"	"p1521"	"high"	"0.5"	8	-3.5	2	"ha2.png"	1
"1356"	"1A"	"p1521"	"high"	"0.5"	10	-1.5	2	"ha3.png"	1
"1357"	"1A"	"p1521"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"1358"	"1A"	"p1521"	"high"	"0.5"	13	1.5	2	"hb1.png"	1
"1359"	"1A"	"p1521"	"high"	"0.5"	12	0.5	2	"hb2.png"	1
"1360"	"1A"	"p1521"	"high"	"0.5"	14	2.5	2	"hb3.png"	1
"1361"	"1A"	"p1521"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"1362"	"1A"	"p1521"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"1363"	"1A"	"p1521"	"high"	"0.5"	16	4.5	3	"ha2.png"	1
"1364"	"1A"	"p1521"	"high"	"0.5"	23	11.5	3	"ha3.png"	1
"1365"	"1A"	"p1521"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"1366"	"1A"	"p1521"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"1367"	"1A"	"p1521"	"high"	"0.5"	18	6.5	3	"hb2.png"	1
"1368"	"1A"	"p1521"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"1369"	"1A"	"p1524"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"1370"	"1A"	"p1524"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1371"	"1A"	"p1524"	"low"	"-0.5"	2	-9.5	1	"ha2.png"	1
"1372"	"1A"	"p1524"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	0
"1373"	"1A"	"p1524"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	0
"1374"	"1A"	"p1524"	"low"	"-0.5"	5	-6.5	1	"hb1.png"	1
"1375"	"1A"	"p1524"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	1
"1376"	"1A"	"p1524"	"low"	"-0.5"	1	-10.5	1	"hb3.png"	1
"1377"	"1A"	"p1524"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"1378"	"1A"	"p1524"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"1379"	"1A"	"p1524"	"low"	"-0.5"	12	0.5	2	"ha2.png"	0
"1380"	"1A"	"p1524"	"low"	"-0.5"	9	-2.5	2	"ha3.png"	0
"1381"	"1A"	"p1524"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"1382"	"1A"	"p1524"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"1383"	"1A"	"p1524"	"low"	"-0.5"	15	3.5	2	"hb2.png"	0
"1384"	"1A"	"p1524"	"low"	"-0.5"	13	1.5	2	"hb3.png"	1
"1385"	"1A"	"p1524"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"1386"	"1A"	"p1524"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"1387"	"1A"	"p1524"	"low"	"-0.5"	19	7.5	3	"ha2.png"	1
"1388"	"1A"	"p1524"	"low"	"-0.5"	21	9.5	3	"ha3.png"	0
"1389"	"1A"	"p1524"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"1390"	"1A"	"p1524"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"1391"	"1A"	"p1524"	"low"	"-0.5"	20	8.5	3	"hb2.png"	1
"1392"	"1A"	"p1524"	"low"	"-0.5"	18	6.5	3	"hb3.png"	1
"1393"	"1A"	"p1530"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	1
"1394"	"1A"	"p1530"	"low"	"-0.5"	1	-10.5	1	"ha1.png"	0
"1395"	"1A"	"p1530"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	0
"1396"	"1A"	"p1530"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	1
"1397"	"1A"	"p1530"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"1398"	"1A"	"p1530"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
"1399"	"1A"	"p1530"	"low"	"-0.5"	0	-11.5	1	"hb2.png"	0
"1400"	"1A"	"p1530"	"low"	"-0.5"	4	-7.5	1	"hb3.png"	1
"1401"	"1A"	"p1530"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"1402"	"1A"	"p1530"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"1403"	"1A"	"p1530"	"low"	"-0.5"	15	3.5	2	"ha2.png"	0
"1404"	"1A"	"p1530"	"low"	"-0.5"	11	-0.5	2	"ha3.png"	1
"1405"	"1A"	"p1530"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"1406"	"1A"	"p1530"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"1407"	"1A"	"p1530"	"low"	"-0.5"	8	-3.5	2	"hb2.png"	0
"1408"	"1A"	"p1530"	"low"	"-0.5"	10	-1.5	2	"hb3.png"	1
"1409"	"1A"	"p1530"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"1410"	"1A"	"p1530"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"1411"	"1A"	"p1530"	"low"	"-0.5"	21	9.5	3	"ha2.png"	1
"1412"	"1A"	"p1530"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"1413"	"1A"	"p1530"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"1414"	"1A"	"p1530"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"1415"	"1A"	"p1530"	"low"	"-0.5"	16	4.5	3	"hb2.png"	0
"1416"	"1A"	"p1530"	"low"	"-0.5"	22	10.5	3	"hb3.png"	1
"1417"	"1A"	"p1541"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	0
"1418"	"1A"	"p1541"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1419"	"1A"	"p1541"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	1
"1420"	"1A"	"p1541"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	1
"1421"	"1A"	"p1541"	"low"	"-0.5"	2	-9.5	1	"hb1.png"	1
"1422"	"1A"	"p1541"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"1423"	"1A"	"p1541"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	1
"1424"	"1A"	"p1541"	"low"	"-0.5"	4	-7.5	1	"hb3.png"	1
"1425"	"1A"	"p1541"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"1426"	"1A"	"p1541"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"1427"	"1A"	"p1541"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"1428"	"1A"	"p1541"	"low"	"-0.5"	13	1.5	2	"ha3.png"	1
"1429"	"1A"	"p1541"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"1430"	"1A"	"p1541"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"1431"	"1A"	"p1541"	"low"	"-0.5"	8	-3.5	2	"hb2.png"	1
"1432"	"1A"	"p1541"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"1433"	"1A"	"p1541"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"1434"	"1A"	"p1541"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"1435"	"1A"	"p1541"	"low"	"-0.5"	21	9.5	3	"ha2.png"	1
"1436"	"1A"	"p1541"	"low"	"-0.5"	16	4.5	3	"ha3.png"	1
"1437"	"1A"	"p1541"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"1438"	"1A"	"p1541"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"1439"	"1A"	"p1541"	"low"	"-0.5"	18	6.5	3	"hb2.png"	1
"1440"	"1A"	"p1541"	"low"	"-0.5"	20	8.5	3	"hb3.png"	1
"1441"	"1A"	"p1549"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"1442"	"1A"	"p1549"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1443"	"1A"	"p1549"	"low"	"-0.5"	7	-4.5	1	"ha2.png"	0
"1444"	"1A"	"p1549"	"low"	"-0.5"	0	-11.5	1	"ha3.png"	0
"1445"	"1A"	"p1549"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	1
"1446"	"1A"	"p1549"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"1447"	"1A"	"p1549"	"low"	"-0.5"	4	-7.5	1	"hb2.png"	0
"1448"	"1A"	"p1549"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	1
"1449"	"1A"	"p1549"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"1450"	"1A"	"p1549"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"1451"	"1A"	"p1549"	"low"	"-0.5"	8	-3.5	2	"ha2.png"	1
"1452"	"1A"	"p1549"	"low"	"-0.5"	12	0.5	2	"ha3.png"	1
"1453"	"1A"	"p1549"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"1454"	"1A"	"p1549"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"1455"	"1A"	"p1549"	"low"	"-0.5"	13	1.5	2	"hb2.png"	1
"1456"	"1A"	"p1549"	"low"	"-0.5"	11	-0.5	2	"hb3.png"	1
"1457"	"1A"	"p1549"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"1458"	"1A"	"p1549"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"1459"	"1A"	"p1549"	"low"	"-0.5"	19	7.5	3	"ha2.png"	1
"1460"	"1A"	"p1549"	"low"	"-0.5"	23	11.5	3	"ha3.png"	1
"1461"	"1A"	"p1549"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"1462"	"1A"	"p1549"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"1463"	"1A"	"p1549"	"low"	"-0.5"	22	10.5	3	"hb2.png"	1
"1464"	"1A"	"p1549"	"low"	"-0.5"	18	6.5	3	"hb3.png"	1
"1465"	"1A"	"p1558"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	1
"1466"	"1A"	"p1558"	"low"	"-0.5"	1	-10.5	1	"ha1.png"	1
"1467"	"1A"	"p1558"	"low"	"-0.5"	2	-9.5	1	"ha2.png"	0
"1468"	"1A"	"p1558"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	1
"1469"	"1A"	"p1558"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"1470"	"1A"	"p1558"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	1
"1471"	"1A"	"p1558"	"low"	"-0.5"	5	-6.5	1	"hb2.png"	0
"1472"	"1A"	"p1558"	"low"	"-0.5"	6	-5.5	1	"hb3.png"	0
"1473"	"1A"	"p1558"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"1474"	"1A"	"p1558"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"1475"	"1A"	"p1558"	"low"	"-0.5"	11	-0.5	2	"ha2.png"	1
"1476"	"1A"	"p1558"	"low"	"-0.5"	10	-1.5	2	"ha3.png"	1
"1477"	"1A"	"p1558"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"1478"	"1A"	"p1558"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"1479"	"1A"	"p1558"	"low"	"-0.5"	13	1.5	2	"hb2.png"	0
"1480"	"1A"	"p1558"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"1481"	"1A"	"p1558"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"1482"	"1A"	"p1558"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"1483"	"1A"	"p1558"	"low"	"-0.5"	23	11.5	3	"ha2.png"	1
"1484"	"1A"	"p1558"	"low"	"-0.5"	22	10.5	3	"ha3.png"	1
"1485"	"1A"	"p1558"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"1486"	"1A"	"p1558"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"1487"	"1A"	"p1558"	"low"	"-0.5"	18	6.5	3	"hb2.png"	1
"1488"	"1A"	"p1558"	"low"	"-0.5"	17	5.5	3	"hb3.png"	1
"1489"	"1A"	"pp1105"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"1490"	"1A"	"pp1105"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1491"	"1A"	"pp1105"	"low"	"-0.5"	1	-10.5	1	"ha2.png"	1
"1492"	"1A"	"pp1105"	"low"	"-0.5"	0	-11.5	1	"ha3.png"	0
"1493"	"1A"	"pp1105"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	1
"1494"	"1A"	"pp1105"	"low"	"-0.5"	5	-6.5	1	"hb1.png"	1
"1495"	"1A"	"pp1105"	"low"	"-0.5"	4	-7.5	1	"hb2.png"	1
"1496"	"1A"	"pp1105"	"low"	"-0.5"	7	-4.5	1	"hb3.png"	1
"1497"	"1A"	"pp1105"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"1498"	"1A"	"pp1105"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"1499"	"1A"	"pp1105"	"low"	"-0.5"	14	2.5	2	"ha2.png"	1
"1500"	"1A"	"pp1105"	"low"	"-0.5"	8	-3.5	2	"ha3.png"	1
"1501"	"1A"	"pp1105"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"1502"	"1A"	"pp1105"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"1503"	"1A"	"pp1105"	"low"	"-0.5"	15	3.5	2	"hb2.png"	1
"1504"	"1A"	"pp1105"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"1505"	"1A"	"pp1105"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"1506"	"1A"	"pp1105"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"1507"	"1A"	"pp1105"	"low"	"-0.5"	22	10.5	3	"ha2.png"	1
"1508"	"1A"	"pp1105"	"low"	"-0.5"	16	4.5	3	"ha3.png"	1
"1509"	"1A"	"pp1105"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"1510"	"1A"	"pp1105"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"1511"	"1A"	"pp1105"	"low"	"-0.5"	21	9.5	3	"hb2.png"	1
"1512"	"1A"	"pp1105"	"low"	"-0.5"	17	5.5	3	"hb3.png"	1
"1513"	"1A"	"p1142"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"1514"	"1A"	"p1142"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"1515"	"1A"	"p1142"	"high"	"0.5"	5	-6.5	1	"ha2.png"	0
"1516"	"1A"	"p1142"	"high"	"0.5"	3	-8.5	1	"ha3.png"	1
"1517"	"1A"	"p1142"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"1518"	"1A"	"p1142"	"high"	"0.5"	2	-9.5	1	"hb1.png"	0
"1519"	"1A"	"p1142"	"high"	"0.5"	1	-10.5	1	"hb2.png"	0
"1520"	"1A"	"p1142"	"high"	"0.5"	4	-7.5	1	"hb3.png"	1
"1521"	"1A"	"p1142"	"high"	"0.5"	9	-2.5	2	"ha1.png"	1
"1522"	"1A"	"p1142"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"1523"	"1A"	"p1142"	"high"	"0.5"	11	-0.5	2	"ha2.png"	1
"1524"	"1A"	"p1142"	"high"	"0.5"	14	2.5	2	"ha3.png"	1
"1525"	"1A"	"p1142"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"1526"	"1A"	"p1142"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"1527"	"1A"	"p1142"	"high"	"0.5"	12	0.5	2	"hb2.png"	1
"1528"	"1A"	"p1142"	"high"	"0.5"	13	1.5	2	"hb3.png"	1
"1529"	"1A"	"p1142"	"high"	"0.5"	20	8.5	3	"ha1.png"	1
"1530"	"1A"	"p1142"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"1531"	"1A"	"p1142"	"high"	"0.5"	19	7.5	3	"ha2.png"	1
"1532"	"1A"	"p1142"	"high"	"0.5"	17	5.5	3	"ha3.png"	1
"1533"	"1A"	"p1142"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"1534"	"1A"	"p1142"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"1535"	"1A"	"p1142"	"high"	"0.5"	22	10.5	3	"hb2.png"	1
"1536"	"1A"	"p1142"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"1537"	"1A"	"p1153"	"high"	"0.5"	0	-11.5	1	"ha1.png"	0
"1538"	"1A"	"p1153"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"1539"	"1A"	"p1153"	"high"	"0.5"	2	-9.5	1	"ha2.png"	0
"1540"	"1A"	"p1153"	"high"	"0.5"	4	-7.5	1	"ha3.png"	0
"1541"	"1A"	"p1153"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"1542"	"1A"	"p1153"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"1543"	"1A"	"p1153"	"high"	"0.5"	3	-8.5	1	"hb2.png"	1
"1544"	"1A"	"p1153"	"high"	"0.5"	5	-6.5	1	"hb3.png"	0
"1545"	"1A"	"p1153"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"1546"	"1A"	"p1153"	"high"	"0.5"	9	-2.5	2	"ha1.png"	1
"1547"	"1A"	"p1153"	"high"	"0.5"	12	0.5	2	"ha2.png"	1
"1548"	"1A"	"p1153"	"high"	"0.5"	13	1.5	2	"ha3.png"	1
"1549"	"1A"	"p1153"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"1550"	"1A"	"p1153"	"high"	"0.5"	15	3.5	2	"hb1.png"	0
"1551"	"1A"	"p1153"	"high"	"0.5"	14	2.5	2	"hb2.png"	0
"1552"	"1A"	"p1153"	"high"	"0.5"	11	-0.5	2	"hb3.png"	0
"1553"	"1A"	"p1153"	"high"	"0.5"	16	4.5	3	"ha1.png"	1
"1554"	"1A"	"p1153"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"1555"	"1A"	"p1153"	"high"	"0.5"	23	11.5	3	"ha2.png"	1
"1556"	"1A"	"p1153"	"high"	"0.5"	18	6.5	3	"ha3.png"	0
"1557"	"1A"	"p1153"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"1558"	"1A"	"p1153"	"high"	"0.5"	17	5.5	3	"hb1.png"	1
"1559"	"1A"	"p1153"	"high"	"0.5"	21	9.5	3	"hb2.png"	1
"1560"	"1A"	"p1153"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"1561"	"1A"	"p1202"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"1562"	"1A"	"p1202"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"1563"	"1A"	"p1202"	"low"	"-0.5"	7	-4.5	1	"ha2.png"	1
"1564"	"1A"	"p1202"	"low"	"-0.5"	0	-11.5	1	"ha3.png"	1
"1565"	"1A"	"p1202"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
"1566"	"1A"	"p1202"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	1
"1567"	"1A"	"p1202"	"low"	"-0.5"	1	-10.5	1	"hb2.png"	0
"1568"	"1A"	"p1202"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	1
"1569"	"1A"	"p1202"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"1570"	"1A"	"p1202"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"1571"	"1A"	"p1202"	"low"	"-0.5"	10	-1.5	2	"ha2.png"	1
"1572"	"1A"	"p1202"	"low"	"-0.5"	15	3.5	2	"ha3.png"	1
"1573"	"1A"	"p1202"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"1574"	"1A"	"p1202"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"1575"	"1A"	"p1202"	"low"	"-0.5"	13	1.5	2	"hb2.png"	0
"1576"	"1A"	"p1202"	"low"	"-0.5"	11	-0.5	2	"hb3.png"	1
"1577"	"1A"	"p1202"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"1578"	"1A"	"p1202"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"1579"	"1A"	"p1202"	"low"	"-0.5"	23	11.5	3	"ha2.png"	0
"1580"	"1A"	"p1202"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"1581"	"1A"	"p1202"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"1582"	"1A"	"p1202"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"1583"	"1A"	"p1202"	"low"	"-0.5"	19	7.5	3	"hb2.png"	1
"1584"	"1A"	"p1202"	"low"	"-0.5"	20	8.5	3	"hb3.png"	1
"1585"	"1A"	"p1222"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1586"	"1A"	"p1222"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	1
