"experiment"	"subject"	"condition"	"conditionC"	"totalTrialNum"	"totalTrialNumC"	"blockNum"	"imageName"	"isRight"
"970"	"1A"	"p1355"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"971"	"1A"	"p1355"	"low"	"-0.5"	10	-1.5	2	"ha2.png"	1
"972"	"1A"	"p1355"	"low"	"-0.5"	15	3.5	2	"ha3.png"	1
"973"	"1A"	"p1355"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"974"	"1A"	"p1355"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"975"	"1A"	"p1355"	"low"	"-0.5"	13	1.5	2	"hb2.png"	0
"976"	"1A"	"p1355"	"low"	"-0.5"	12	0.5	2	"hb3.png"	0
"977"	"1A"	"p1355"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"978"	"1A"	"p1355"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"979"	"1A"	"p1355"	"low"	"-0.5"	17	5.5	3	"ha2.png"	1
"980"	"1A"	"p1355"	"low"	"-0.5"	21	9.5	3	"ha3.png"	0
"981"	"1A"	"p1355"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"982"	"1A"	"p1355"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"983"	"1A"	"p1355"	"low"	"-0.5"	20	8.5	3	"hb2.png"	1
"984"	"1A"	"p1355"	"low"	"-0.5"	22	10.5	3	"hb3.png"	1
"985"	"1A"	"p1345"	"high"	"0.5"	3	-8.5	1	"ha1.png"	0
"986"	"1A"	"p1345"	"high"	"0.5"	5	-6.5	1	"ha1.png"	0
"987"	"1A"	"p1345"	"high"	"0.5"	2	-9.5	1	"ha2.png"	0
"988"	"1A"	"p1345"	"high"	"0.5"	1	-10.5	1	"ha3.png"	1
"989"	"1A"	"p1345"	"high"	"0.5"	4	-7.5	1	"hb1.png"	0
"990"	"1A"	"p1345"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"991"	"1A"	"p1345"	"high"	"0.5"	6	-5.5	1	"hb2.png"	1
"992"	"1A"	"p1345"	"high"	"0.5"	0	-11.5	1	"hb3.png"	0
"993"	"1A"	"p1345"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"994"	"1A"	"p1345"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"995"	"1A"	"p1345"	"high"	"0.5"	10	-1.5	2	"ha2.png"	1
"996"	"1A"	"p1345"	"high"	"0.5"	11	-0.5	2	"ha3.png"	0
"997"	"1A"	"p1345"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"998"	"1A"	"p1345"	"high"	"0.5"	13	1.5	2	"hb1.png"	1
"999"	"1A"	"p1345"	"high"	"0.5"	9	-2.5	2	"hb2.png"	1
"1000"	"1A"	"p1345"	"high"	"0.5"	14	2.5	2	"hb3.png"	1
"1001"	"1A"	"p1345"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"1002"	"1A"	"p1345"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"1003"	"1A"	"p1345"	"high"	"0.5"	17	5.5	3	"ha2.png"	1
"1004"	"1A"	"p1345"	"high"	"0.5"	20	8.5	3	"ha3.png"	0
"1005"	"1A"	"p1345"	"high"	"0.5"	23	11.5	3	"hb1.png"	1
"1006"	"1A"	"p1345"	"high"	"0.5"	22	10.5	3	"hb1.png"	1
"1007"	"1A"	"p1345"	"high"	"0.5"	16	4.5	3	"hb2.png"	1
"1008"	"1A"	"p1345"	"high"	"0.5"	18	6.5	3	"hb3.png"	1
"1009"	"1A"	"p1356"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"1010"	"1A"	"p1356"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1011"	"1A"	"p1356"	"low"	"-0.5"	7	-4.5	1	"ha2.png"	0
"1012"	"1A"	"p1356"	"low"	"-0.5"	4	-7.5	1	"ha3.png"	1
"1013"	"1A"	"p1356"	"low"	"-0.5"	5	-6.5	1	"hb1.png"	1
"1014"	"1A"	"p1356"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	0
"1015"	"1A"	"p1356"	"low"	"-0.5"	0	-11.5	1	"hb2.png"	0
"1016"	"1A"	"p1356"	"low"	"-0.5"	3	-8.5	1	"hb3.png"	0
"1017"	"1A"	"p1356"	"low"	"-0.5"	12	0.5	2	"ha1.png"	1
"1018"	"1A"	"p1356"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"1019"	"1A"	"p1356"	"low"	"-0.5"	15	3.5	2	"ha2.png"	0
"1020"	"1A"	"p1356"	"low"	"-0.5"	8	-3.5	2	"ha3.png"	1
"1021"	"1A"	"p1356"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"1022"	"1A"	"p1356"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"1023"	"1A"	"p1356"	"low"	"-0.5"	13	1.5	2	"hb2.png"	1
"1024"	"1A"	"p1356"	"low"	"-0.5"	10	-1.5	2	"hb3.png"	1
"1025"	"1A"	"p1356"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"1026"	"1A"	"p1356"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"1027"	"1A"	"p1356"	"low"	"-0.5"	22	10.5	3	"ha2.png"	0
"1028"	"1A"	"p1356"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"1029"	"1A"	"p1356"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"1030"	"1A"	"p1356"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"1031"	"1A"	"p1356"	"low"	"-0.5"	16	4.5	3	"hb2.png"	1
"1032"	"1A"	"p1356"	"low"	"-0.5"	23	11.5	3	"hb3.png"	1
"1033"	"1A"	"p1405"	"high"	"0.5"	5	-6.5	1	"ha1.png"	1
"1034"	"1A"	"p1405"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"1035"	"1A"	"p1405"	"high"	"0.5"	2	-9.5	1	"ha2.png"	1
"1036"	"1A"	"p1405"	"high"	"0.5"	1	-10.5	1	"ha3.png"	1
"1037"	"1A"	"p1405"	"high"	"0.5"	6	-5.5	1	"hb1.png"	1
"1038"	"1A"	"p1405"	"high"	"0.5"	0	-11.5	1	"hb1.png"	1
"1039"	"1A"	"p1405"	"high"	"0.5"	7	-4.5	1	"hb2.png"	1
"1040"	"1A"	"p1405"	"high"	"0.5"	4	-7.5	1	"hb3.png"	1
"1041"	"1A"	"p1405"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"1042"	"1A"	"p1405"	"high"	"0.5"	10	-1.5	2	"ha1.png"	1
"1043"	"1A"	"p1405"	"high"	"0.5"	8	-3.5	2	"ha2.png"	1
"1044"	"1A"	"p1405"	"high"	"0.5"	13	1.5	2	"ha3.png"	1
"1045"	"1A"	"p1405"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"1046"	"1A"	"p1405"	"high"	"0.5"	12	0.5	2	"hb1.png"	1
"1047"	"1A"	"p1405"	"high"	"0.5"	9	-2.5	2	"hb2.png"	1
"1048"	"1A"	"p1405"	"high"	"0.5"	14	2.5	2	"hb3.png"	1
"1049"	"1A"	"p1405"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"1050"	"1A"	"p1405"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"1051"	"1A"	"p1405"	"high"	"0.5"	23	11.5	3	"ha2.png"	1
"1052"	"1A"	"p1405"	"high"	"0.5"	17	5.5	3	"ha3.png"	1
"1053"	"1A"	"p1405"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"1054"	"1A"	"p1405"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"1055"	"1A"	"p1405"	"high"	"0.5"	22	10.5	3	"hb2.png"	1
"1056"	"1A"	"p1405"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"1057"	"1A"	"p1406"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"1058"	"1A"	"p1406"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"1059"	"1A"	"p1406"	"low"	"-0.5"	1	-10.5	1	"ha2.png"	1
"1060"	"1A"	"p1406"	"low"	"-0.5"	6	-5.5	1	"ha3.png"	0
"1061"	"1A"	"p1406"	"low"	"-0.5"	2	-9.5	1	"hb1.png"	1
"1062"	"1A"	"p1406"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"1063"	"1A"	"p1406"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	0
"1064"	"1A"	"p1406"	"low"	"-0.5"	0	-11.5	1	"hb3.png"	1
"1065"	"1A"	"p1406"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"1066"	"1A"	"p1406"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"1067"	"1A"	"p1406"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	0
"1068"	"1A"	"p1406"	"low"	"-0.5"	10	-1.5	2	"ha3.png"	0
"1069"	"1A"	"p1406"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"1070"	"1A"	"p1406"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"1071"	"1A"	"p1406"	"low"	"-0.5"	12	0.5	2	"hb2.png"	0
"1072"	"1A"	"p1406"	"low"	"-0.5"	14	2.5	2	"hb3.png"	1
"1073"	"1A"	"p1406"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"1074"	"1A"	"p1406"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"1075"	"1A"	"p1406"	"low"	"-0.5"	22	10.5	3	"ha2.png"	0
"1076"	"1A"	"p1406"	"low"	"-0.5"	23	11.5	3	"ha3.png"	1
"1077"	"1A"	"p1406"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"1078"	"1A"	"p1406"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"1079"	"1A"	"p1406"	"low"	"-0.5"	18	6.5	3	"hb2.png"	0
"1080"	"1A"	"p1406"	"low"	"-0.5"	21	9.5	3	"hb3.png"	1
"1081"	"1A"	"p1432"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"1082"	"1A"	"p1432"	"high"	"0.5"	7	-4.5	1	"ha1.png"	1
"1083"	"1A"	"p1432"	"high"	"0.5"	4	-7.5	1	"ha2.png"	0
"1084"	"1A"	"p1432"	"high"	"0.5"	2	-9.5	1	"ha3.png"	1
"1085"	"1A"	"p1432"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"1086"	"1A"	"p1432"	"high"	"0.5"	6	-5.5	1	"hb1.png"	1
"1087"	"1A"	"p1432"	"high"	"0.5"	3	-8.5	1	"hb2.png"	1
"1088"	"1A"	"p1432"	"high"	"0.5"	1	-10.5	1	"hb3.png"	1
"1089"	"1A"	"p1432"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"1090"	"1A"	"p1432"	"high"	"0.5"	11	-0.5	2	"ha1.png"	1
"1091"	"1A"	"p1432"	"high"	"0.5"	8	-3.5	2	"ha2.png"	1
"1092"	"1A"	"p1432"	"high"	"0.5"	13	1.5	2	"ha3.png"	1
"1093"	"1A"	"p1432"	"high"	"0.5"	12	0.5	2	"hb1.png"	1
"1094"	"1A"	"p1432"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"1095"	"1A"	"p1432"	"high"	"0.5"	15	3.5	2	"hb2.png"	1
"1096"	"1A"	"p1432"	"high"	"0.5"	9	-2.5	2	"hb3.png"	1
"1097"	"1A"	"p1432"	"high"	"0.5"	16	4.5	3	"ha1.png"	1
"1098"	"1A"	"p1432"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"1099"	"1A"	"p1432"	"high"	"0.5"	23	11.5	3	"ha2.png"	0
"1100"	"1A"	"p1432"	"high"	"0.5"	22	10.5	3	"ha3.png"	1
"1101"	"1A"	"p1432"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"1102"	"1A"	"p1432"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"1103"	"1A"	"p1432"	"high"	"0.5"	18	6.5	3	"hb2.png"	1
"1104"	"1A"	"p1432"	"high"	"0.5"	19	7.5	3	"hb3.png"	1
"1105"	"1A"	"p1417"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"1106"	"1A"	"p1417"	"low"	"-0.5"	7	-4.5	1	"ha1.png"	1
"1107"	"1A"	"p1417"	"low"	"-0.5"	0	-11.5	1	"ha2.png"	0
"1108"	"1A"	"p1417"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	1
"1109"	"1A"	"p1417"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	0
"1110"	"1A"	"p1417"	"low"	"-0.5"	5	-6.5	1	"hb1.png"	1
"1111"	"1A"	"p1417"	"low"	"-0.5"	6	-5.5	1	"hb2.png"	0
"1112"	"1A"	"p1417"	"low"	"-0.5"	1	-10.5	1	"hb3.png"	0
"1113"	"1A"	"p1417"	"low"	"-0.5"	15	3.5	2	"ha1.png"	0
"1114"	"1A"	"p1417"	"low"	"-0.5"	12	0.5	2	"ha1.png"	1
"1115"	"1A"	"p1417"	"low"	"-0.5"	8	-3.5	2	"ha2.png"	0
"1116"	"1A"	"p1417"	"low"	"-0.5"	14	2.5	2	"ha3.png"	1
"1117"	"1A"	"p1417"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"1118"	"1A"	"p1417"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"1119"	"1A"	"p1417"	"low"	"-0.5"	13	1.5	2	"hb2.png"	1
"1120"	"1A"	"p1417"	"low"	"-0.5"	9	-2.5	2	"hb3.png"	1
"1121"	"1A"	"p1417"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"1122"	"1A"	"p1417"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"1123"	"1A"	"p1417"	"low"	"-0.5"	20	8.5	3	"ha2.png"	0
"1124"	"1A"	"p1417"	"low"	"-0.5"	23	11.5	3	"ha3.png"	1
"1125"	"1A"	"p1417"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"1126"	"1A"	"p1417"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"1127"	"1A"	"p1417"	"low"	"-0.5"	16	4.5	3	"hb2.png"	0
"1128"	"1A"	"p1417"	"low"	"-0.5"	21	9.5	3	"hb3.png"	0
"1129"	"1A"	"p1422"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"1130"	"1A"	"p1422"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"1131"	"1A"	"p1422"	"high"	"0.5"	0	-11.5	1	"ha2.png"	0
"1132"	"1A"	"p1422"	"high"	"0.5"	7	-4.5	1	"ha3.png"	1
"1133"	"1A"	"p1422"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"1134"	"1A"	"p1422"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"1135"	"1A"	"p1422"	"high"	"0.5"	2	-9.5	1	"hb2.png"	1
"1136"	"1A"	"p1422"	"high"	"0.5"	3	-8.5	1	"hb3.png"	1
"1137"	"1A"	"p1422"	"high"	"0.5"	12	0.5	2	"ha1.png"	0
"1138"	"1A"	"p1422"	"high"	"0.5"	9	-2.5	2	"ha1.png"	1
"1139"	"1A"	"p1422"	"high"	"0.5"	11	-0.5	2	"ha2.png"	1
"1140"	"1A"	"p1422"	"high"	"0.5"	8	-3.5	2	"ha3.png"	1
"1141"	"1A"	"p1422"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"1142"	"1A"	"p1422"	"high"	"0.5"	13	1.5	2	"hb1.png"	1
"1143"	"1A"	"p1422"	"high"	"0.5"	14	2.5	2	"hb2.png"	0
"1144"	"1A"	"p1422"	"high"	"0.5"	10	-1.5	2	"hb3.png"	1
"1145"	"1A"	"p1422"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"1146"	"1A"	"p1422"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"1147"	"1A"	"p1422"	"high"	"0.5"	17	5.5	3	"ha2.png"	1
"1148"	"1A"	"p1422"	"high"	"0.5"	23	11.5	3	"ha3.png"	1
"1149"	"1A"	"p1422"	"high"	"0.5"	16	4.5	3	"hb1.png"	1
"1150"	"1A"	"p1422"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"1151"	"1A"	"p1422"	"high"	"0.5"	22	10.5	3	"hb2.png"	1
"1152"	"1A"	"p1422"	"high"	"0.5"	18	6.5	3	"hb3.png"	1
"1153"	"1A"	"p1428"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	1
"1154"	"1A"	"p1428"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	0
"1155"	"1A"	"p1428"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	1
"1156"	"1A"	"p1428"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	1
"1157"	"1A"	"p1428"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"1158"	"1A"	"p1428"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"1159"	"1A"	"p1428"	"low"	"-0.5"	6	-5.5	1	"hb2.png"	0
"1160"	"1A"	"p1428"	"low"	"-0.5"	7	-4.5	1	"hb3.png"	1
"1161"	"1A"	"p1428"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"1162"	"1A"	"p1428"	"low"	"-0.5"	12	0.5	2	"ha1.png"	1
"1163"	"1A"	"p1428"	"low"	"-0.5"	10	-1.5	2	"ha2.png"	1
"1164"	"1A"	"p1428"	"low"	"-0.5"	15	3.5	2	"ha3.png"	1
"1165"	"1A"	"p1428"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"1166"	"1A"	"p1428"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"1167"	"1A"	"p1428"	"low"	"-0.5"	13	1.5	2	"hb2.png"	1
"1168"	"1A"	"p1428"	"low"	"-0.5"	14	2.5	2	"hb3.png"	1
"1169"	"1A"	"p1428"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"1170"	"1A"	"p1428"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"1171"	"1A"	"p1428"	"low"	"-0.5"	16	4.5	3	"ha2.png"	1
"1172"	"1A"	"p1428"	"low"	"-0.5"	23	11.5	3	"ha3.png"	1
"1173"	"1A"	"p1428"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"1174"	"1A"	"p1428"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"1175"	"1A"	"p1428"	"low"	"-0.5"	17	5.5	3	"hb2.png"	1
"1176"	"1A"	"p1428"	"low"	"-0.5"	22	10.5	3	"hb3.png"	1
"1177"	"1A"	"p1445"	"high"	"0.5"	7	-4.5	1	"ha1.png"	1
"1178"	"1A"	"p1445"	"high"	"0.5"	1	-10.5	1	"ha1.png"	1
"1179"	"1A"	"p1445"	"high"	"0.5"	0	-11.5	1	"ha2.png"	1
"1180"	"1A"	"p1445"	"high"	"0.5"	4	-7.5	1	"ha3.png"	0
"1181"	"1A"	"p1445"	"high"	"0.5"	2	-9.5	1	"hb1.png"	1
"1182"	"1A"	"p1445"	"high"	"0.5"	3	-8.5	1	"hb1.png"	1
"1183"	"1A"	"p1445"	"high"	"0.5"	5	-6.5	1	"hb2.png"	0
"1184"	"1A"	"p1445"	"high"	"0.5"	6	-5.5	1	"hb3.png"	0
"1185"	"1A"	"p1445"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"1186"	"1A"	"p1445"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"1187"	"1A"	"p1445"	"high"	"0.5"	8	-3.5	2	"ha2.png"	1
"1188"	"1A"	"p1445"	"high"	"0.5"	14	2.5	2	"ha3.png"	1
"1189"	"1A"	"p1445"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"1190"	"1A"	"p1445"	"high"	"0.5"	13	1.5	2	"hb1.png"	1
"1191"	"1A"	"p1445"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"1192"	"1A"	"p1445"	"high"	"0.5"	11	-0.5	2	"hb3.png"	0
"1193"	"1A"	"p1445"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"1194"	"1A"	"p1445"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"1195"	"1A"	"p1445"	"high"	"0.5"	17	5.5	3	"ha2.png"	1
"1196"	"1A"	"p1445"	"high"	"0.5"	22	10.5	3	"ha3.png"	1
"1197"	"1A"	"p1445"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"1198"	"1A"	"p1445"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"1199"	"1A"	"p1445"	"high"	"0.5"	20	8.5	3	"hb2.png"	1
"1200"	"1A"	"p1445"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"1201"	"1A"	"p1439"	"low"	"-0.5"	7	-4.5	1	"ha1.png"	1
"1202"	"1A"	"p1439"	"low"	"-0.5"	1	-10.5	1	"ha1.png"	1
"1203"	"1A"	"p1439"	"low"	"-0.5"	2	-9.5	1	"ha2.png"	0
"1204"	"1A"	"p1439"	"low"	"-0.5"	4	-7.5	1	"ha3.png"	0
"1205"	"1A"	"p1439"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
"1206"	"1A"	"p1439"	"low"	"-0.5"	5	-6.5	1	"hb1.png"	1
"1207"	"1A"	"p1439"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	1
"1208"	"1A"	"p1439"	"low"	"-0.5"	0	-11.5	1	"hb3.png"	0
"1209"	"1A"	"p1439"	"low"	"-0.5"	12	0.5	2	"ha1.png"	1
"1210"	"1A"	"p1439"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"1211"	"1A"	"p1439"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	0
"1212"	"1A"	"p1439"	"low"	"-0.5"	10	-1.5	2	"ha3.png"	1
"1213"	"1A"	"p1439"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"1214"	"1A"	"p1439"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"1215"	"1A"	"p1439"	"low"	"-0.5"	13	1.5	2	"hb2.png"	1
"1216"	"1A"	"p1439"	"low"	"-0.5"	14	2.5	2	"hb3.png"	1
"1217"	"1A"	"p1439"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"1218"	"1A"	"p1439"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"1219"	"1A"	"p1439"	"low"	"-0.5"	22	10.5	3	"ha2.png"	1
"1220"	"1A"	"p1439"	"low"	"-0.5"	23	11.5	3	"ha3.png"	0
"1221"	"1A"	"p1439"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"1222"	"1A"	"p1439"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"1223"	"1A"	"p1439"	"low"	"-0.5"	21	9.5	3	"hb2.png"	1
"1224"	"1A"	"p1439"	"low"	"-0.5"	17	5.5	3	"hb3.png"	1
"1225"	"1A"	"p1459"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"1226"	"1A"	"p1459"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"1227"	"1A"	"p1459"	"low"	"-0.5"	3	-8.5	1	"ha2.png"	0
"1228"	"1A"	"p1459"	"low"	"-0.5"	4	-7.5	1	"ha3.png"	1
"1229"	"1A"	"p1459"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	0
"1230"	"1A"	"p1459"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"1231"	"1A"	"p1459"	"low"	"-0.5"	7	-4.5	1	"hb2.png"	1
"1232"	"1A"	"p1459"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	0
"1233"	"1A"	"p1459"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"1234"	"1A"	"p1459"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"1235"	"1A"	"p1459"	"low"	"-0.5"	10	-1.5	2	"ha2.png"	0
"1236"	"1A"	"p1459"	"low"	"-0.5"	14	2.5	2	"ha3.png"	1
"1237"	"1A"	"p1459"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"1238"	"1A"	"p1459"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"1239"	"1A"	"p1459"	"low"	"-0.5"	15	3.5	2	"hb2.png"	1
"1240"	"1A"	"p1459"	"low"	"-0.5"	13	1.5	2	"hb3.png"	0
"1241"	"1A"	"p1459"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"1242"	"1A"	"p1459"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"1243"	"1A"	"p1459"	"low"	"-0.5"	16	4.5	3	"ha2.png"	1
"1244"	"1A"	"p1459"	"low"	"-0.5"	22	10.5	3	"ha3.png"	1
"1245"	"1A"	"p1459"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"1246"	"1A"	"p1459"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"1247"	"1A"	"p1459"	"low"	"-0.5"	20	8.5	3	"hb2.png"	1
"1248"	"1A"	"p1459"	"low"	"-0.5"	21	9.5	3	"hb3.png"	0
"1249"	"1A"	"pp1459"	"high"	"0.5"	1	-10.5	1	"ha1.png"	1
"1250"	"1A"	"pp1459"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"1251"	"1A"	"pp1459"	"high"	"0.5"	7	-4.5	1	"ha2.png"	1
"1252"	"1A"	"pp1459"	"high"	"0.5"	3	-8.5	1	"ha3.png"	0
"1253"	"1A"	"pp1459"	"high"	"0.5"	6	-5.5	1	"hb1.png"	1
"1254"	"1A"	"pp1459"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"1255"	"1A"	"pp1459"	"high"	"0.5"	4	-7.5	1	"hb2.png"	0
"1256"	"1A"	"pp1459"	"high"	"0.5"	0	-11.5	1	"hb3.png"	1
"1257"	"1A"	"pp1459"	"high"	"0.5"	10	-1.5	2	"ha1.png"	1
"1258"	"1A"	"pp1459"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"1259"	"1A"	"pp1459"	"high"	"0.5"	12	0.5	2	"ha2.png"	1
"1260"	"1A"	"pp1459"	"high"	"0.5"	14	2.5	2	"ha3.png"	0
"1261"	"1A"	"pp1459"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"1262"	"1A"	"pp1459"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"1263"	"1A"	"pp1459"	"high"	"0.5"	8	-3.5	2	"hb2.png"	1
"1264"	"1A"	"pp1459"	"high"	"0.5"	15	3.5	2	"hb3.png"	1
"1265"	"1A"	"pp1459"	"high"	"0.5"	20	8.5	3	"ha1.png"	1
"1266"	"1A"	"pp1459"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"1267"	"1A"	"pp1459"	"high"	"0.5"	22	10.5	3	"ha2.png"	1
"1268"	"1A"	"pp1459"	"high"	"0.5"	23	11.5	3	"ha3.png"	1
"1269"	"1A"	"pp1459"	"high"	"0.5"	16	4.5	3	"hb1.png"	1
"1270"	"1A"	"pp1459"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"1271"	"1A"	"pp1459"	"high"	"0.5"	19	7.5	3	"hb2.png"	0
"1272"	"1A"	"pp1459"	"high"	"0.5"	21	9.5	3	"hb3.png"	1
"1273"	"1A"	"p1510"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	1
"1274"	"1A"	"p1510"	"low"	"-0.5"	1	-10.5	1	"ha1.png"	1
"1275"	"1A"	"p1510"	"low"	"-0.5"	3	-8.5	1	"ha2.png"	1
"1276"	"1A"	"p1510"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	1
"1277"	"1A"	"p1510"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"1278"	"1A"	"p1510"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
