experiment;subject;condition;conditionC;totalTrialNum;totalTrialNumC;blockNum;imageName;isRight
4;mg8;silence;;10;;2;hb1.png;1
4;mg8;silence;;11;;2;hb1.png;1
4;mg8;silence;;12;;2;ha2.png;1
4;mg8;silence;;13;;2;ha3.png;1
4;mg8;silence;;14;;2;hb2.png;0
4;mg8;silence;;15;;2;hb3.png;1
4;mg8;silence;;16;;3;ha1.png;1
4;mg8;silence;;17;;3;ha1.png;1
4;mg8;silence;;18;;3;hb1.png;1
4;mg8;silence;;19;;3;hb1.png;1
4;mg8;silence;;20;;3;ha2.png;1
4;mg8;silence;;21;;3;ha3.png;1
4;mg8;silence;;22;;3;hb2.png;1
4;mg8;silence;;23;;3;hb3.png;1
4;mm8;silence;;0;;1;ha1.png;1
4;mm8;silence;;1;;1;ha1.png;0
4;mm8;silence;;2;;1;hb3.png;1
4;mm8;silence;;3;;1;hb1.png;0
4;mm8;silence;;4;;1;ha3.png;1
4;mm8;silence;;5;;1;hb2.png;1
4;mm8;silence;;6;;1;ha2.png;1
4;mm8;silence;;7;;1;hb1.png;1
4;mm8;silence;;8;;2;ha1.png;1
4;mm8;silence;;9;;2;ha1.png;1
4;mm8;silence;;10;;2;hb3.png;1
4;mm8;silence;;11;;2;hb1.png;1
4;mm8;silence;;12;;2;ha3.png;1
4;mm8;silence;;13;;2;hb2.png;1
4;mm8;silence;;14;;2;ha2.png;1
4;mm8;silence;;15;;2;hb1.png;1
4;mm8;silence;;16;;3;ha1.png;1
4;mm8;silence;;17;;3;ha1.png;1
4;mm8;silence;;18;;3;hb3.png;1
4;mm8;silence;;19;;3;hb1.png;1
4;mm8;silence;;20;;3;ha3.png;1
4;mm8;silence;;21;;3;hb2.png;1
4;mm8;silence;;22;;3;ha2.png;1
4;mm8;silence;;23;;3;hb1.png;1
4;ms7;verb;;0;;1;hb1.png;0
4;ms7;verb;;1;;1;ha3.png;0
4;ms7;verb;;2;;1;ha1.png;0
4;ms7;verb;;3;;1;hb1.png;1
4;ms7;verb;;4;;1;hb2.png;0
4;ms7;verb;;5;;1;ha1.png;1
4;ms7;verb;;6;;1;hb3.png;1
4;ms7;verb;;7;;1;ha2.png;1
4;ms7;verb;;8;;2;hb1.png;0
4;ms7;verb;;9;;2;ha3.png;0
4;ms7;verb;;10;;2;ha1.png;0
4;ms7;verb;;11;;2;hb1.png;0
4;ms7;verb;;12;;2;hb2.png;0
4;ms7;verb;;13;;2;ha1.png;1
4;ms7;verb;;14;;2;hb3.png;1
4;ms7;verb;;15;;2;ha2.png;0
4;ms7;verb;;16;;3;hb1.png;1
4;ms7;verb;;17;;3;ha3.png;1
4;ms7;verb;;18;;3;ha1.png;1
4;ms7;verb;;19;;3;hb1.png;1
4;ms7;verb;;20;;3;hb2.png;1
4;ms7;verb;;21;;3;ha1.png;1
4;ms7;verb;;22;;3;hb3.png;1
4;ms7;verb;;23;;3;ha2.png;1
4;nd8;silence;;0;;1;ha3.png;0
4;nd8;silence;;1;;1;hb3.png;1
4;nd8;silence;;2;;1;hb1.png;0
4;nd8;silence;;3;;1;ha1.png;1
4;nd8;silence;;4;;1;ha2.png;1
4;nd8;silence;;5;;1;hb2.png;0
4;nd8;silence;;6;;1;ha1.png;0
4;nd8;silence;;7;;1;hb1.png;1
4;nd8;silence;;8;;2;ha3.png;1
4;nd8;silence;;9;;2;hb3.png;1
4;nd8;silence;;10;;2;hb1.png;0
4;nd8;silence;;11;;2;ha1.png;1
4;nd8;silence;;12;;2;ha2.png;0
4;nd8;silence;;13;;2;hb2.png;0
4;nd8;silence;;14;;2;ha1.png;1
4;nd8;silence;;15;;2;hb1.png;1
4;nd8;silence;;16;;3;ha3.png;0
4;nd8;silence;;17;;3;hb3.png;1
4;nd8;silence;;18;;3;hb1.png;0
4;nd8;silence;;19;;3;ha1.png;1
4;nd8;silence;;20;;3;ha2.png;0
4;nd8;silence;;21;;3;hb2.png;1
4;nd8;silence;;22;;3;ha1.png;1
4;nd8;silence;;23;;3;hb1.png;0
4;pt9;silence;;0;;1;hb1.png;1
4;pt9;silence;;1;;1;ha3.png;1
4;pt9;silence;;2;;1;ha1.png;1
4;pt9;silence;;3;;1;hb2.png;0
4;pt9;silence;;4;;1;hb3.png;1
4;pt9;silence;;5;;1;ha1.png;1
4;pt9;silence;;6;;1;hb1.png;1
4;pt9;silence;;7;;1;ha2.png;0
4;pt9;silence;;8;;2;hb1.png;1
4;pt9;silence;;9;;2;ha3.png;1
4;pt9;silence;;10;;2;ha1.png;1
4;pt9;silence;;11;;2;hb2.png;1
4;pt9;silence;;12;;2;hb3.png;0
4;pt9;silence;;13;;2;ha1.png;1
4;pt9;silence;;14;;2;hb1.png;1
4;pt9;silence;;15;;2;ha2.png;0
4;pt9;silence;;16;;3;hb1.png;1
4;pt9;silence;;17;;3;ha3.png;1
4;pt9;silence;;18;;3;ha1.png;1
4;pt9;silence;;19;;3;hb2.png;1
4;pt9;silence;;20;;3;hb3.png;1
4;pt9;silence;;21;;3;ha1.png;1
4;pt9;silence;;22;;3;hb1.png;1
4;pt9;silence;;23;;3;ha2.png;0
4;sl7;verb;;0;;1;ha1.png;0
4;sl7;verb;;1;;1;hb1.png;0
4;sl7;verb;;2;;1;hb1.png;1
4;sl7;verb;;3;;1;ha1.png;1
4;sl7;verb;;4;;1;ha2.png;0
4;sl7;verb;;5;;1;hb2.png;1
4;sl7;verb;;6;;1;ha3.png;1
4;sl7;verb;;7;;1;hb3.png;1
4;sl7;verb;;8;;2;ha1.png;1
4;sl7;verb;;9;;2;hb1.png;1
4;sl7;verb;;10;;2;hb1.png;0
4;sl7;verb;;11;;2;ha1.png;0
4;sl7;verb;;12;;2;ha2.png;1
4;sl7;verb;;13;;2;hb2.png;1
4;sl7;verb;;14;;2;ha3.png;1
4;sl7;verb;;15;;2;hb3.png;1
4;sl7;verb;;16;;3;ha1.png;1
4;sl7;verb;;17;;3;hb1.png;1
4;sl7;verb;;18;;3;hb1.png;1
4;sl7;verb;;19;;3;ha1.png;1
4;sl7;verb;;20;;3;ha2.png;0
4;sl7;verb;;21;;3;hb2.png;1
4;sl7;verb;;22;;3;ha3.png;1
4;sl7;verb;;23;;3;hb3.png;1
4;sr9;silence;;0;;1;ha1.png;1
4;sr9;silence;;1;;1;hb2.png;0
4;sr9;silence;;2;;1;hb3.png;1
4;sr9;silence;;3;;1;ha1.png;1
4;sr9;silence;;4;;1;hb1.png;1
4;sr9;silence;;5;;1;ha3.png;1
4;sr9;silence;;6;;1;ha2.png;1
4;sr9;silence;;7;;1;hb1.png;0
4;sr9;silence;;8;;2;ha1.png;1
4;sr9;silence;;9;;2;hb2.png;0
4;sr9;silence;;10;;2;hb3.png;1
4;sr9;silence;;11;;2;ha1.png;1
4;sr9;silence;;12;;2;hb1.png;1
4;sr9;silence;;13;;2;ha3.png;1
4;sr9;silence;;14;;2;ha2.png;1
4;sr9;silence;;15;;2;hb1.png;1
4;sr9;silence;;16;;3;ha1.png;1
4;sr9;silence;;17;;3;hb2.png;0
4;sr9;silence;;18;;3;hb3.png;1
4;sr9;silence;;19;;3;ha1.png;1
4;sr9;silence;;20;;3;hb1.png;1
4;sr9;silence;;21;;3;ha3.png;1
4;sr9;silence;;22;;3;ha2.png;0
4;sr9;silence;;23;;3;hb1.png;1
4;uf_7_1k;silence;;0;;1;hb3.png;0
4;uf_7_1k;silence;;1;;1;ha1.png;1
4;uf_7_1k;silence;;2;;1;ha3.png;0
4;uf_7_1k;silence;;3;;1;hb2.png;1
4;uf_7_1k;silence;;4;;1;ha2.png;0
4;uf_7_1k;silence;;5;;1;hb1.png;1
4;uf_7_1k;silence;;6;;1;ha1.png;1
4;uf_7_1k;silence;;7;;1;hb1.png;1
4;uf_7_1k;silence;;8;;2;hb3.png;1
4;uf_7_1k;silence;;9;;2;ha1.png;1
4;uf_7_1k;silence;;10;;2;ha3.png;0
4;uf_7_1k;silence;;11;;2;hb2.png;1
4;uf_7_1k;silence;;12;;2;ha2.png;1
4;uf_7_1k;silence;;13;;2;hb1.png;0
4;uf_7_1k;silence;;14;;2;ha1.png;1
4;uf_7_1k;silence;;15;;2;hb1.png;1
4;uf_7_1k;silence;;16;;3;hb3.png;1
4;uf_7_1k;silence;;17;;3;ha1.png;1
4;uf_7_1k;silence;;18;;3;ha3.png;0
4;uf_7_1k;silence;;19;;3;hb2.png;1
4;uf_7_1k;silence;;20;;3;ha2.png;1
4;uf_7_1k;silence;;21;;3;hb1.png;1
4;uf_7_1k;silence;;22;;3;ha1.png;1
4;uf_7_1k;silence;;23;;3;hb1.png;1
4;va8;silence;;0;;1;hb1.png;1
4;va8;silence;;1;;1;ha1.png;0
4;va8;silence;;2;;1;hb1.png;1
4;va8;silence;;3;;1;ha3.png;1
4;va8;silence;;4;;1;hb2.png;0
4;va8;silence;;5;;1;ha1.png;1
4;va8;silence;;6;;1;ha2.png;0
4;va8;silence;;7;;1;hb3.png;1
4;va8;silence;;8;;2;hb1.png;1
4;va8;silence;;9;;2;ha1.png;1
4;va8;silence;;10;;2;hb1.png;1
4;va8;silence;;11;;2;ha3.png;1
4;va8;silence;;12;;2;hb2.png;0
4;va8;silence;;13;;2;ha1.png;1
4;va8;silence;;14;;2;ha2.png;0
4;va8;silence;;15;;2;hb3.png;1
4;va8;silence;;16;;3;hb1.png;1
4;va8;silence;;17;;3;ha1.png;1
4;va8;silence;;18;;3;hb1.png;1
4;va8;silence;;19;;3;ha3.png;1
4;va8;silence;;20;;3;hb2.png;1
4;va8;silence;;21;;3;ha1.png;1
4;va8;silence;;22;;3;ha2.png;1
4;va8;silence;;23;;3;hb3.png;1
4;vb7;verb;;0;;1;ha1.png;1
4;vb7;verb;;1;;1;hb2.png;0
4;vb7;verb;;2;;1;ha2.png;1
4;vb7;verb;;3;;1;hb3.png;1
4;vb7;verb;;4;;1;hb1.png;0
4;vb7;verb;;5;;1;ha1.png;1
4;vb7;verb;;6;;1;ha3.png;1
4;vb7;verb;;7;;1;hb1.png;1
4;vb7;verb;;8;;2;ha1.png;1
4;vb7;verb;;9;;2;hb2.png;1
4;vb7;verb;;10;;2;ha2.png;1
4;vb7;verb;;11;;2;hb3.png;1
4;vb7;verb;;12;;2;hb1.png;1
4;vb7;verb;;13;;2;ha1.png;1
4;vb7;verb;;14;;2;ha3.png;1
4;vb7;verb;;15;;2;hb1.png;1
4;vb7;verb;;16;;3;ha1.png;1
4;vb7;verb;;17;;3;hb2.png;1
4;vb7;verb;;18;;3;ha2.png;1
4;vb7;verb;;19;;3;hb3.png;1
4;vb7;verb;;20;;3;hb1.png;1
4;vb7;verb;;21;;3;ha1.png;1
4;vb7;verb;;22;;3;ha3.png;1
4;vb7;verb;;23;;3;hb1.png;1
4;vp8_2i;silence;;0;;1;ha2.png;1
4;vp8_2i;silence;;1;;1;hb1.png;0
4;vp8_2i;silence;;2;;1;ha3.png;0
4;vp8_2i;silence;;3;;1;ha1.png;1
4;vp8_2i;silence;;4;;1;hb2.png;0
4;vp8_2i;silence;;5;;1;ha1.png;0
4;vp8_2i;silence;;6;;1;hb1.png;0
4;vp8_2i;silence;;7;;1;hb3.png;0
4;vp8_2i;silence;;8;;2;ha2.png;1
4;vp8_2i;silence;;9;;2;hb1.png;1
4;vp8_2i;silence;;10;;2;ha3.png;0
4;vp8_2i;silence;;11;;2;ha1.png;0
4;vp8_2i;silence;;12;;2;hb2.png;0
4;vp8_2i;silence;;13;;2;ha1.png;1
4;vp8_2i;silence;;14;;2;hb1.png;1
4;vp8_2i;silence;;15;;2;hb3.png;0
4;vp8_2i;silence;;16;;3;ha2.png;0
4;vp8_2i;silence;;17;;3;hb1.png;1
4;vp8_2i;silence;;18;;3;ha3.png;0
4;vp8_2i;silence;;19;;3;ha1.png;1
4;vp8_2i;silence;;20;;3;hb2.png;0
4;vp8_2i;silence;;21;;3;ha1.png;1
4;vp8_2i;silence;;22;;3;hb1.png;1
4;vp8_2i;silence;;23;;3;hb3.png;0
4;vp8;verb;;0;;1;hb2.png;1
4;vp8;verb;;1;;1;ha1.png;1
4;vp8;verb;;2;;1;ha3.png;0
4;vp8;verb;;3;;1;hb1.png;0
4;vp8;verb;;4;;1;ha1.png;0
4;vp8;verb;;5;;1;hb1.png;0
4;vp8;verb;;6;;1;ha2.png;0
4;vp8;verb;;7;;1;hb3.png;1
4;vp8;verb;;8;;2;hb2.png;0
4;vp8;verb;;9;;2;ha1.png;0
4;vp8;verb;;10;;2;ha3.png;0
4;vp8;verb;;11;;2;hb1.png;0
4;vp8;verb;;12;;2;ha1.png;1
4;vp8;verb;;13;;2;hb1.png;1
4;vp8;verb;;14;;2;ha2.png;0
4;vp8;verb;;15;;2;hb3.png;0
4;vp8;verb;;16;;3;hb2.png;0
4;vp8;verb;;17;;3;ha1.png;0
4;vp8;verb;;18;;3;ha3.png;1
4;vp8;verb;;19;;3;hb1.png;1
4;vp8;verb;;20;;3;ha1.png;1
4;vp8;verb;;21;;3;hb1.png;1
4;vp8;verb;;22;;3;ha2.png;0
4;vp8;verb;;23;;3;hb3.png;0
4;vs8;silence;;0;;1;ha1.png;1
4;vs8;silence;;1;;1;hb1.png;0
4;vs8;silence;;2;;1;hb1.png;1
4;vs8;silence;;3;;1;ha3.png;1
4;vs8;silence;;4;;1;hb3.png;0
4;vs8;silence;;5;;1;ha2.png;0
4;vs8;silence;;6;;1;hb2.png;0
4;vs8;silence;;7;;1;ha1.png;0
4;vs8;silence;;8;;2;ha1.png;1
4;vs8;silence;;9;;2;hb1.png;1
4;vs8;silence;;10;;2;hb1.png;1
4;vs8;silence;;11;;2;ha3.png;1
4;vs8;silence;;12;;2;hb3.png;0
4;vs8;silence;;13;;2;ha2.png;1
4;vs8;silence;;14;;2;hb2.png;0
4;vs8;silence;;15;;2;ha1.png;0
4;vs8;silence;;16;;3;ha1.png;1
4;vs8;silence;;17;;3;hb1.png;1
4;vs8;silence;;18;;3;hb1.png;1
4;vs8;silence;;19;;3;ha3.png;1
4;vs8;silence;;20;;3;hb3.png;0
4;vs8;silence;;21;;3;ha2.png;0
4;vs8;silence;;22;;3;hb2.png;0
4;vs8;silence;;23;;3;ha1.png;1
4;vy7;verb;;0;;1;hb2.png;0
4;vy7;verb;;1;;1;ha1.png;0
4;vy7;verb;;2;;1;ha2.png;1
4;vy7;verb;;3;;1;hb1.png;1
4;vy7;verb;;4;;1;ha1.png;1
4;vy7;verb;;5;;1;hb1.png;1
4;vy7;verb;;6;;1;ha3.png;1
4;vy7;verb;;7;;1;hb3.png;1
4;vy7;verb;;8;;2;hb2.png;0
4;vy7;verb;;9;;2;ha1.png;1
4;vy7;verb;;10;;2;ha2.png;0
4;vy7;verb;;11;;2;hb1.png;1
4;vy7;verb;;12;;2;ha1.png;0
4;vy7;verb;;13;;2;hb1.png;1
4;vy7;verb;;14;;2;ha3.png;0
4;vy7;verb;;15;;2;hb3.png;1
4;vy7;verb;;16;;3;hb2.png;1
4;vy7;verb;;17;;3;ha1.png;1
4;vy7;verb;;18;;3;ha2.png;0
4;vy7;verb;;19;;3;hb1.png;1
4;vy7;verb;;20;;3;ha1.png;1
4;vy7;verb;;21;;3;hb1.png;0
4;vy7;verb;;22;;3;ha3.png;1
4;vy7;verb;;23;;3;hb3.png;0
4;vy8;silence;;0;;1;hb1.png;1
4;vy8;silence;;1;;1;hb2.png;0
4;vy8;silence;;2;;1;ha3.png;1
4;vy8;silence;;3;;1;ha1.png;0
4;vy8;silence;;4;;1;hb3.png;0
4;vy8;silence;;5;;1;ha1.png;1
4;vy8;silence;;6;;1;ha2.png;0
4;vy8;silence;;7;;1;hb1.png;1
4;vy8;silence;;8;;2;hb1.png;1
4;vy8;silence;;9;;2;hb2.png;0
4;vy8;silence;;10;;2;ha3.png;0
4;vy8;silence;;11;;2;ha1.png;0
4;vy8;silence;;12;;2;hb3.png;0
4;vy8;silence;;13;;2;ha1.png;0
4;vy8;silence;;14;;2;ha2.png;0
4;vy8;silence;;15;;2;hb1.png;1
4;vy8;silence;;16;;3;hb1.png;1
4;vy8;silence;;17;;3;hb2.png;0
4;vy8;silence;;18;;3;ha3.png;1
4;vy8;silence;;19;;3;ha1.png;1
4;vy8;silence;;20;;3;hb3.png;0
4;vy8;silence;;21;;3;ha1.png;0
4;vy8;silence;;22;;3;ha2.png;1
4;vy8;silence;;23;;3;hb1.png;1
